ONT_only_chromosome,ONT_only_start,ONT_only_end,ONT_only_strand,ONT_only_gene_id,ONT_only_transcript_id,ONT_only_gene_name,ONT_only_transcript_type,ONT_only_v43_tx_len,ONT_only_v43_exon_count,ONT_only_v43_cds_len,ONT_only_FPKM,ONT_only_testis_1,ONT_only_testis_2,ONT_only_brain,ONT_only_Tx_FPKM,ONT_only_Gene_FPKM,ONT_only_Tx%,ONT_only_Tx_count,ONT_only_Rank,ONT_only_Ref_Tx,ONT_only_MANE_tx,ONT_only_MANE_match,ONT_only_V8_gene_id,ONT_only_V8_transcript_id,ONT_only_V8_gene_id_by_V8Tx
10,61662929,61766766,+,ENSG00000183346,ENST00000648843,CABCOCO1,protein_coding,1688,7,891,,11.209405,0,0.60761,3.939005,6.595818333,59.71973152,3,1,1,ENST00000648843,1,ENSG00000183346,,
4,164968374,164977668,-,ENSG00000183439,ENST00000508856,TRIM61,protein_coding,2237,6,1416,,8.868876,9.697815,0,6.188897,6.188897,100,2,1,1,ENST00000710271,0,ENSG00000183439,,
21,45643725,45942450,+,ENSG00000183570,ENST00000681687,PCBP3,protein_coding,2282,4,1116,,0,0,8.301212,2.767070667,8.273304333,33.44577396,22,2,1,ENST00000681687,1,ENSG00000183570,,
5,181255147,181261143,-,ENSG00000183718,ENST00000688015,TRIM52,protein_coding,2856,4,864,,0,0,4.323553,1.441184333,4.742371667,30.38952732,11,2,0,ENST00000688015,1,ENSG00000183718,,
12,64452116,64456855,+,ENSG00000183735,ENST00000679065,TBK1,retained_intron,1075,4,,,0.265928,0.56671,0.376824,0.403154,19.160945,2.104040276,71,2,0,ENST00000331710,0,ENSG00000183735,,
12,64452116,64465267,+,ENSG00000183735,ENST00000678430,TBK1,retained_intron,1261,4,,,0,0,0.47478,0.15826,19.160945,0.825950912,71,3,0,ENST00000331710,0,ENSG00000183735,,
12,64452142,64485161,+,ENSG00000183735,ENST00000677549,TBK1,retained_intron,1987,4,,,0.155857,0,0,0.051952333,19.160945,0.271136592,71,4,0,ENST00000331710,0,ENSG00000183735,,
3,138944004,138945796,-,ENSG00000183770,ENST00000648323,FOXL2,protein_coding,2914,3,1131,,0.112141,0.401744,0.074881,0.196255333,0.196255333,100,1,1,1,ENST00000648323,1,ENSG00000183770,,
21,39612940,39663616,+,ENSG00000183778,ENST00000684187,B3GALT5,protein_coding,13097,4,933,,0.190819,0,0,0.063606333,0.063606333,100,11,1,1,ENST00000684187,1,ENSG00000183778,,
9,212832,215893,-,ENSG00000183784,ENST00000648587,DOCK8-AS1,,2918,3,,,0.949432,0,0,0.316477333,0.891030667,35.51811909,2,2,0,-,0,ENSG00000183784,,
22,18121107,18131154,+,ENSG00000183785,ENST00000679481,TUBA8,retained_intron,1737,4,,,0,0,3.559779,1.186593,8.666319667,13.6920059,8,2,0,ENST00000330423,0,ENSG00000183785,,
1,31906421,31938368,-,ENSG00000184007,ENST00000647444,PTP4A2,protein_coding,3910,2,504,,39.209774,50.752445,0,29.98740633,30.47289133,98.40682988,20,1,1,ENST00000647444,1,ENSG00000184007,,
17,81509971,81512800,-,ENSG00000184009,ENST00000681092,ACTG1,nonsense_mediated_decay,1749,4,180,,0,282.449615,0,94.14987167,375.4745887,25.07489841,25,2,0,ENST00000573283,0,ENSG00000184009,,
17,81509971,81512504,-,ENSG00000184009,ENST00000680727,ACTG1,nonsense_mediated_decay,1842,4,1128,,14.961783,21.654594,31.92107,22.84581567,375.4745887,6.08451713,25,3,0,ENST00000573283,0,ENSG00000184009,,
17,81509971,81514113,-,ENSG00000184009,ENST00000679778,ACTG1,nonsense_mediated_decay,2185,4,1128,,7.127084,12.502362,0,6.543148667,375.4745887,1.742634219,25,4,0,ENST00000573283,0,ENSG00000184009,,
17,81509971,81512776,-,ENSG00000184009,ENST00000680227,ACTG1,nonsense_mediated_decay,1860,4,1128,,5.194425,0,0,1.731475,375.4745887,0.461143058,25,6,0,ENST00000573283,0,ENSG00000184009,,
17,81509971,81512851,-,ENSG00000184009,ENST00000679410,ACTG1,retained_intron,1895,4,,,1.380065,0,0,0.460021667,375.4745887,0.12251739,25,8,0,ENST00000573283,0,ENSG00000184009,,
11,9138838,9265154,-,ENSG00000184014,ENST00000681203,DENND5A,protein_coding,4710,4,3792,,0,0,12.15936,4.05312,8.245550333,49.15523932,40,2,0,ENST00000328194,0,ENSG00000184014,,
12,122207767,122226022,-,ENSG00000184047,ENST00000645569,DIABLO,retained_intron,2641,2,,,0,2.330772,1.449869,1.260213667,34.33681367,3.670153203,17,4,0,ENST00000464942,0,ENSG00000184047,,
12,122207767,122226062,-,ENSG00000184047,ENST00000644509,DIABLO,retained_intron,2569,4,,,0,0,0.3363,0.1121,34.33681367,0.32647176,17,5,0,ENST00000464942,0,ENSG00000184047,,
22,19759458,19766002,+,ENSG00000184058,ENST00000700274,TBX1,protein_coding,819,4,562,,7.974491,2.537613,0,3.504034667,6.031639667,58.09423076,8,1,1,ENST00000649276,0,ENSG00000184058,,
22,19760778,19767334,+,ENSG00000184058,ENST00000649276,TBX1,protein_coding,2048,7,1515,,3.915186,3.667629,0,2.527605,6.031639667,41.90576924,8,2,0,ENST00000649276,1,ENSG00000184058,,
11,72088664,72095599,+,ENSG00000184154,ENST00000644745,LRRC51,protein_coding_CDS_not_defined,793,4,,,1.14574,0,0,0.381913333,4.402883333,8.674164279,21,3,0,ENST00000289488,0,ENSG00000184154,,
22,41690543,41698136,+,ENSG00000184208,ENST00000668666,C22orf46,,4975,6,,,3.57486,3.178412,0,2.251090667,3.301351333,68.18694648,6,1,0,-,0,ENSG00000184208,,
22,41688937,41698136,+,ENSG00000184208,ENST00000656592,C22orf46,,5014,3,,,0.345294,0,2.355721,0.900338333,3.301351333,27.27181213,6,2,0,-,0,ENSG00000184208,,
14,29577003,29725674,-,ENSG00000184304,ENST00000651616,PRKD1,nonsense_mediated_decay,2855,2,477,,0,1.082908,0,0.360969333,3.270924333,11.03569806,12,2,0,ENST00000331968,0,ENSG00000184304,,
8,141417909,141431520,+,ENSG00000184489,ENST00000681443,PTP4A3,protein_coding,1899,4,447,,0.437788,1.20428,0,0.547356,2.023308667,27.0525209,8,2,0,ENST00000521578,0,ENSG00000184489,,
3,93968488,93979884,-,ENSG00000184500,ENST00000648721,PROS1,protein_coding_CDS_not_defined,642,7,,,0.170158,0,0,0.056719333,3.180761,1.7832001,12,2,0,ENST00000394236,0,ENSG00000184500,,
15,90930918,90935130,-,ENSG00000184508,ENST00000646620,HDDC3,protein_coding,1309,2,540,,0,2.085318,0,0.695106,1.424033667,48.81246956,10,1,1,ENST00000394272,0,ENSG00000184508,,
13,85792790,85799419,-,ENSG00000184564,ENST00000647374,SLITRK6,protein_coding,4249,2,2526,,0.178668,0.205998,1.941228,0.775298,0.775298,100,3,1,1,ENST00000647374,1,ENSG00000184564,,
5,139475560,139479836,-,ENSG00000184584,ENST00000652293,STING1,retained_intron,2632,2,,,0,1.328678,0,0.442892667,3.056410667,14.49061383,22,2,0,ENST00000330794,0,ENSG00000184584,,
17,8368710,8376658,-,ENSG00000184619,ENST00000643221,KRBA2,protein_coding,3209,18,1479,,0,0.573604,0.90573,0.493111333,0.493111333,100,4,1,1,ENST00000396267,0,ENSG00000184619,,
12,94971308,94972454,-,ENSG00000184752,ENST00000684522,NDUFA12,retained_intron,1127,4,,,0.124305,0,0.243193,0.122499333,14.67235867,0.834898711,13,2,0,ENST00000327772,0,ENSG00000184752,,
12,94971333,95003697,-,ENSG00000184752,ENST00000684558,NDUFA12,nonsense_mediated_decay,708,4,258,,0,0,0.156798,0.052266,14.67235867,0.356220845,13,4,0,ENST00000327772,0,ENSG00000184752,,
X,85210919,85243870,-,ENSG00000184788,ENST00000647304,SATL1,protein_coding_CDS_not_defined,3707,2,,,0.168987,0.260252,0.269077,0.232772,0.910195333,25.57385118,6,2,0,ENST00000644105,0,ENSG00000184788,,
3,129314766,129316286,-,ENSG00000184897,ENST00000704995,H1-10,protein_coding,1516,5,795,,49.073727,40.079205,78.277237,55.81005633,55.81005633,100,2,1,1,ENST00000333762,0,ENSG00000184897,,
1,16056524,16057305,+,ENSG00000184908,ENST00000684650,CLCNKB,protein_coding_CDS_not_defined,481,4,,,2.020984,0.832641,0,0.951208333,1.632413667,58.27005451,15,1,0,ENST00000375679,0,ENSG00000184908,,
12,124993634,125031231,+,ENSG00000184992,ENST00000671775,BRI3BP,protein_coding,6703,2,849,,0.753815,0,0,0.251271667,0.251271667,100,3,1,1,ENST00000341446,0,ENSG00000184992,,
5,140107815,140115554,+,ENSG00000185129,ENST00000651386,PURA,protein_coding,1919,2,969,,0,0.683394,0,0.227798,1.877901333,12.13045627,5,2,0,ENST00000331327,0,ENSG00000185129,,
X,103356518,103358455,+,ENSG00000185222,ENST00000646896,TCEAL9,protein_coding,1938,2,315,,0,1.362642,0,0.454214,31.374938,1.447696885,4,3,0,ENST00000372661,0,ENSG00000185222,,
X,103356518,103358455,+,ENSG00000185222,ENST00000646896,TCEAL9,protein_coding,1938,2,315,,0,1.362642,0,0.454214,31.374938,1.447696885,4,3,0,ENST00000372661,0,ENSG00000185222,,
16,11254408,11256200,-,ENSG00000185338,ENST00000644787,SOCS1,protein_coding,1784,4,636,,0.647852,0.909352,0.560551,0.705918333,3.263250333,21.63236838,2,2,0,ENST00000332029,0,ENSG00000185338,,
6,162624346,162727771,-,ENSG00000185345,ENST00000674250,PRKN,protein_coding,350,4,192,,3.910588,4.069608,0,2.660065333,2.660065333,100,23,1,1,ENST00000366898,0,ENSG00000185345,,
15,96783389,96785615,+,ENSG00000185594,ENST00000649986,SPATA8,,1083,2,,,38.055046,0,0,12.68501533,43.68504967,29.03742912,5,2,0,-,0,ENSG00000185594,,
15,96783435,96785606,+,ENSG00000185594,ENST00000671619,SPATA8,,1436,2,,,4.515862,14.762197,0,6.426019667,43.68504967,14.70988294,5,3,0,-,0,ENSG00000185594,,
17,81843157,81860624,-,ENSG00000185624,ENST00000680884,P4HB,protein_coding,2631,4,1629,,0,0,0.253702,0.084567333,82.47414033,0.102537999,72,3,0,ENST00000331483,0,ENSG00000185624,,
17,81843157,81860535,-,ENSG00000185624,ENST00000681420,P4HB,nonsense_mediated_decay,2510,4,1440,,0.079953,0.12573,0,0.068561,82.47414033,0.0831303,72,4,0,ENST00000331483,0,ENSG00000185624,,
17,81843157,81860558,-,ENSG00000185624,ENST00000679470,P4HB,retained_intron,2780,4,,,0,0.157158,0,0.052386,82.47414033,0.063518092,72,5,0,ENST00000331483,0,ENSG00000185624,,
17,81843157,81860856,-,ENSG00000185624,ENST00000680400,P4HB,protein_coding,2386,4,558,,0.099274,0,0,0.033091333,82.47414033,0.040123284,72,6,0,ENST00000331483,0,ENSG00000185624,,
17,81843157,81860535,-,ENSG00000185624,ENST00000680593,P4HB,protein_coding,2371,4,1461,,0.07983,0,0,0.02661,82.47414033,0.032264659,72,7,0,ENST00000331483,0,ENSG00000185624,,
1,164792671,164886007,+,ENSG00000185630,ENST00000699848,PBX1,protein_coding,2224,4,779,,0,0,0.833681,0.277893667,0.277893667,100,26,1,1,ENST00000420696,0,ENSG00000185630,,
22,21567699,21621873,+,ENSG00000185651,ENST00000696046,UBE2L3,nonsense_mediated_decay,824,4,366,,6.554354,7.444445,0,4.666266333,32.25595567,14.46637136,5,2,0,ENST00000342192,0,ENSG00000185651,,
11,62750963,62754184,-,ENSG00000185670,ENST00000673933,ZBTB3,protein_coding,2972,4,1725,,1.630403,0,0,0.543467667,0.543467667,100,4,1,1,ENST00000394807,0,ENSG00000185670,,
6,4079209,4130951,+,ENSG00000185689,ENST00000643110,TEX56P,,1834,18,,,16.678917,0,0,5.559639,8.402320333,66.167901,8,1,0,-,0,ENSG00000185689,,
8,144358613,144361272,+,ENSG00000185803,ENST00000643944,SLC52A2,protein_coding,2158,6,1338,,5.54464,5.428617,8.084309,6.352522,24.22691867,26.22092428,27,2,0,ENST00000643944,1,ENSG00000185803,,
8,144358593,144361272,+,ENSG00000185803,ENST00000675597,SLC52A2,protein_coding,1673,4,846,,0,0,0.220482,0.073494,24.22691867,0.303356779,27,6,0,ENST00000643944,0,ENSG00000185803,,
17,46502443,46579671,-,ENSG00000185829,ENST00000706247,ARL17A,protein_coding,2654,5,378,,0,0,0.679955,0.226651667,0.575961,39.35191214,27,1,1,ENST00000336125,0,ENSG00000185829,,
17,46507984,46579622,-,ENSG00000185829,ENST00000706254,ARL17A,protein_coding,1345,5,378,,0.478112,0,0,0.159370667,0.575961,27.67039203,27,2,0,ENST00000336125,0,ENSG00000185829,,
17,46499806,46579661,-,ENSG00000185829,ENST00000706303,ARL17A,protein_coding,1316,5,612,,0,0,0.312025,0.104008333,0.575961,18.05822501,27,3,0,ENST00000336125,0,ENSG00000185829,,
17,46547191,46579691,-,ENSG00000185829,ENST00000706260,ARL17A,protein_coding,1903,5,546,,0,0,0.257791,0.085930333,0.575961,14.91947082,27,4,0,ENST00000336125,0,ENSG00000185829,,
11,314040,315271,+,ENSG00000185885,ENST00000681938,IFITM1,protein_coding,662,4,468,,0,0.499692,0.175477,0.225056333,8.154724667,2.759827493,29,2,0,ENST00000408968,0,ENSG00000185885,,
8,43122107,43131178,+,ENSG00000185900,ENST00000674676,POMK,protein_coding,1951,4,771,,0,0,1.716887,0.572295667,2.855094667,20.04471772,20,2,0,ENST00000331373,0,ENSG00000185900,,
8,43093498,43105632,+,ENSG00000185900,ENST00000674727,POMK,retained_intron,2342,4,,,0.330258,0.231147,0.51537,0.358925,2.855094667,12.57138701,20,3,0,ENST00000331373,0,ENSG00000185900,,
9,95443411,95505875,-,ENSG00000185920,ENST00000692981,PTCH1,protein_coding,7000,4,3891,,4.52426,6.966672,0,3.830310667,3.830310667,100,28,1,1,ENST00000331920,0,ENSG00000185920,,
8,62579539,62636595,+,ENSG00000185942,ENST00000676150,NKAIN3,protein_coding_CDS_not_defined,2627,4,,,0.425077,0.413705,0,0.279594,0.279594,100,12,1,0,ENST00000623646,0,ENSG00000185942,,
1,145824053,145830916,+,ENSG00000186141,ENST00000698752,POLR3C,retained_intron,3079,4,,,0.632159,0,1.09185,0.574669667,6.397455333,8.982785134,27,2,0,ENST00000334163,0,ENSG00000186141,,
16,78099452,78120570,+,ENSG00000186153,ENST00000684452,WWOX,protein_coding_CDS_not_defined,4093,4,,,1.203613,0,0,0.401204333,14.66772333,2.735287026,26,5,0,ENST00000566780,0,ENSG00000186153,,
16,78099452,78120464,+,ENSG00000186153,ENST00000684381,WWOX,protein_coding_CDS_not_defined,2447,4,,,0,0.393726,0,0.131242,14.66772333,0.894767354,26,6,0,ENST00000566780,0,ENSG00000186153,,
20,33081512,33111751,+,ENSG00000186191,ENST00000674031,BPIFB4,protein_coding,2525,4,2211,,0.270919,0,0,0.090306333,0.090306333,100,4,1,1,ENST00000375483,0,ENSG00000186191,,
5,145756543,145835342,-,ENSG00000186314,ENST00000683046,PRELID2,protein_coding,4817,4,534,,0,0.88483,0.273513,0.386114333,0.386114333,100,10,1,1,ENST00000683046,1,ENSG00000186314,,
11,117289013,117293059,-,ENSG00000186318,ENST00000681714,BACE1,protein_coding_CDS_not_defined,1320,4,,,9.344935,11.327662,0,6.890865667,13.37452467,51.52232201,18,1,0,ENST00000313005,0,ENSG00000186318,,
6,169215783,169250860,-,ENSG00000186340,ENST00000676760,THBS2,protein_coding,5621,4,3519,,0,0,0.889296,0.296432,1.723367,17.20074714,15,2,0,ENST00000617924,0,ENSG00000186340,,
1,42533879,42556270,+,ENSG00000186409,ENST00000665217,CCDC30,protein_coding_CDS_not_defined,728,6,,,1.384289,0,0,0.461429667,0.990008667,46.60864922,56,1,0,ENST00000657597,0,ENSG00000186409,,
1,42479310,42484148,+,ENSG00000186409,ENST00000670292,CCDC30,protein_coding,2743,6,243,,0,0,0.439628,0.146542667,0.990008667,14.80215998,56,3,1,ENST00000657597,0,ENSG00000186409,,
X,119588337,119593150,-,ENSG00000186416,ENST00000649446,NKRF,retained_intron,3741,7,,,0,0,1.213863,0.404621,3.850385667,10.50858369,5,2,0,-,0,ENSG00000186416,,
3,160500167,160522861,-,ENSG00000186432,ENST00000678020,KPNA4,retained_intron,3677,4,,,1.913675,0,0,0.637891667,18.07463767,3.529208598,11,3,0,ENST00000334256,0,ENSG00000186432,,
3,160513250,160522026,-,ENSG00000186432,ENST00000678734,KPNA4,retained_intron,1309,4,,,0.87073,0.827974,0,0.566234667,18.07463767,3.132758051,11,4,0,ENST00000334256,0,ENSG00000186432,,
2,1789113,1792898,-,ENSG00000186487,ENST00000648814,MYT1L,retained_intron,3476,7,,,0,1.029222,11.468721,4.165981,4.165981,100,70,1,0,ENST00000647738,0,ENSG00000186487,,
22,29603633,29698598,+,ENSG00000186575,ENST00000672896,NF2,protein_coding,5995,2,1773,,2.453911,0,0,0.817970333,6.61457,12.3661906,15,2,0,ENST00000338641,0,ENSG00000186575,,
17,45894544,45962912,+,ENSG00000186868,ENST00000703974,MAPT,retained_intron,735,5,,,0.228502,0,2.120403,0.782968333,8.854184667,8.842918493,30,4,0,ENST00000262410,0,ENSG00000186868,,
3,69739460,69968336,+,ENSG00000187098,ENST00000642352,MITF,protein_coding,4767,6,1563,,1.192473,0,0,0.397491,1.935904,20.53257806,20,2,0,ENST00000352241,0,ENSG00000187098,,
2,149367701,149471107,+,ENSG00000187123,ENST00000651933,LYPD6,protein_coding,1276,5,516,,5.060906,5.862825,0,3.641243667,4.457784333,81.68281358,6,1,1,ENST00000334166,0,ENSG00000187123,,
9,129895268,130043162,-,ENSG00000187239,ENST00000703532,FNBP1,protein_coding,2575,5,1851,,5.312135,6.366298,0,3.892811,5.320622,73.16458489,13,1,1,ENST00000446176,0,ENSG00000187239,,
9,129895302,130043162,-,ENSG00000187239,ENST00000703533,FNBP1,protein_coding,2374,5,1671,,2.018693,2.26474,0,1.427811,5.320622,26.83541511,13,2,0,ENST00000446176,0,ENSG00000187239,,
1,223109404,223143248,-,ENSG00000187554,ENST00000642603,TLR5,protein_coding,4235,18,2577,,1.087484,0,0,0.362494667,0.362494667,100,8,1,1,ENST00000642603,1,ENSG00000187554,,
17,42025576,42098473,-,ENSG00000187595,ENST00000692273,ZNF385C,protein_coding,2899,4,1512,,0,0,5.84322,1.94774,3.847007333,50.63000486,6,1,1,ENST00000692273,1,ENSG00000187595,,
1,1013497,1014540,+,ENSG00000187608,ENST00000649529,ISG15,protein_coding,637,3,498,,0.692873,2.377804,1.670302,1.580326333,1.580326333,100,3,1,1,ENST00000649529,1,ENSG00000187608,,
5,142310431,142315790,-,ENSG00000187678,ENST00000643792,SPRY4,retained_intron,5349,6,,,0,0.984463,0,0.328154333,3.19146,10.28226371,7,2,0,ENST00000434127,0,ENSG00000187678,,
5,142310431,142315790,-,ENSG00000187678,ENST00000643792,SPRY4,retained_intron,5349,6,,,0,0.984463,0,0.328154333,3.19146,10.28226371,7,2,0,ENST00000434127,0,ENSG00000187678,,
14,45135930,45176976,+,ENSG00000187790,ENST00000696641,FANCM,protein_coding,4165,4,4063,,0,0,0.28468,0.094893333,0.993202,9.554283352,41,4,0,ENST00000267430,0,ENSG00000187790,,
15,72398302,72408027,+,ENSG00000187806,ENST00000649825,TMEM202,protein_coding,795,2,489,,0.693876,0.551677,0,0.415184333,1.894982667,21.90966391,4,2,1,ENST00000341689,0,ENSG00000187806,,
12,132618776,132622388,+,ENSG00000187848,ENST00000643471,P2RX2,protein_coding,1873,8,1416,,0.229222,0,0,0.076407333,0.076407333,100,8,1,1,ENST00000643471,1,ENSG00000187848,,
19,14053367,14062076,-,ENSG00000187867,ENST00000669674,PALM3,protein_coding,2401,6,2067,,0.329789,0,0,0.109929667,2.145461333,5.123824185,4,2,0,ENST00000669674,1,ENSG00000187867,,
19,14053363,14057026,-,ENSG00000187867,ENST00000661591,PALM3,protein_coding,2360,2,1947,,0,0.13083,0,0.04361,2.145461333,2.032663061,4,3,0,ENST00000669674,0,ENSG00000187867,,
1,20184231,20186486,-,ENSG00000187980,ENST00000442226,PLA2G2C,protein_coding_CDS_not_defined,510,3,,,0.448104,0,0.337721,0.261941667,0.261941667,100,5,1,0,ENST00000679259,0,ENSG00000187980,,
2,38875976,38882709,+,ENSG00000188010,ENST00000644631,MORN2,protein_coding,727,4,456,,0,0,2.942125,0.980708333,14.33524867,6.841236983,6,2,0,ENST00000644631,1,ENSG00000188010,,
11,6765753,6771976,-,ENSG00000188124,ENST00000641169,OR2AG2,protein_coding,4221,4,951,,0.306614,0,0,0.102204667,0.102204667,100,2,1,1,ENST00000641124,0,ENSG00000188124,,
X,108695267,108697545,+,ENSG00000188153,ENST00000644079,COL4A5,retained_intron,3915,22,,,1.024487,0.532697,0,0.519061333,2.507284667,20.70213009,12,3,0,ENST00000328300,0,ENSG00000188153,,
19,37218214,37244972,+,ENSG00000188283,ENST00000684119,ZNF383,protein_coding,6732,4,1428,,0,0,1.692749,0.564249667,0.636059667,88.71017866,9,1,1,ENST00000684119,1,ENSG00000188283,,
10,132181829,132184809,+,ENSG00000188385,ENST00000654224,JAKMIP3,protein_coding_CDS_not_defined,2981,3,,,0,0,1.121353,0.373784333,0.972641333,38.42982202,27,1,0,ENST00000684848,0,ENSG00000188385,,
10,132181829,132184809,+,ENSG00000188385,ENST00000654224,JAKMIP3,protein_coding_CDS_not_defined,2981,3,,,0,0,1.121353,0.373784333,0.972641333,38.42982202,27,1,0,ENST00000684848,0,ENSG00000188385,,
10,132142212,132144765,+,ENSG00000188385,ENST00000659220,JAKMIP3,retained_intron,2554,2,,,0,0,0.675218,0.225072667,0.972641333,23.14035595,27,3,0,ENST00000684848,0,ENSG00000188385,,
1,44805893,44807351,-,ENSG00000188396,ENST00000675259,DYNLT4,protein_coding,1355,4,666,,0.115834,0.321884,0,0.145906,0.196576667,74.22345819,2,1,1,ENST00000339355,0,ENSG00000188396,,
1,169690667,169711702,-,ENSG00000188404,ENST00000650983,SELL,protein_coding,2442,2,1158,,0,1.378286,1.161467,0.846584333,0.846584333,100,7,1,1,ENST00000236147,0,ENSG00000188404,,
9,137205695,137219361,+,ENSG00000188566,ENST00000684003,NDOR1,protein_coding,4817,4,1794,,10.499264,9.669454,3.611088,7.926602,8.088658333,97.99649921,6,1,1,ENST00000684003,1,ENSG00000188566,,
1,178479247,178486921,-,ENSG00000188585,ENST00000646925,CLEC20A,protein_coding,1051,2,669,,2.400018,0,0,0.800006,0.925909,86.40222743,4,1,1,ENST00000623247,0,ENSG00000188585,,
10,50184861,50251516,-,ENSG00000188611,ENST00000682911,ASAH2,protein_coding,4955,4,2343,,0.337573,0,0,0.112524333,0.112524333,100,6,1,1,ENST00000682911,1,ENSG00000188611,,
10,95907965,96033745,+,ENSG00000188649,ENST00000646931,CC2D2B,protein_coding,6157,2,4314,,0,2.114538,0,0.704846,1.166244667,60.43723244,11,1,1,ENST00000646931,1,ENSG00000188649,,
15,82262810,82284927,+,ENSG00000188659,ENST00000682753,SAXO2,protein_coding,3304,4,1377,,1.512443,1.411834,0.514314,1.146197,2.711096333,42.27798865,9,1,1,ENST00000682753,1,ENSG00000188659,,
9,137423393,137434406,+,ENSG00000188747,ENST00000683555,NOXA1,protein_coding,1614,4,1431,,1.257565,0,2.911922,1.389829,1.389829,100,5,1,1,ENST00000683555,1,ENSG00000188747,,
1,113878989,113885455,-,ENSG00000188761,ENST00000650418,BCL2L15,retained_intron,5835,2,,,0,0,0.223799,0.074599667,0.139945,53.306418,7,1,0,ENST00000393316,0,ENSG00000188761,,
19,38388697,38399587,+,ENSG00000188766,ENST00000691638,SPRED3,protein_coding,4790,4,1233,,0,0,1.072677,0.357559,0.357559,100,8,1,1,ENST00000691638,1,ENSG00000188766,,
X,103702210,103728624,-,ENSG00000188828,ENST00000674243,GLRA4,,6809,4,,,0,0,0.213769,0.071256333,0.148023,48.13869016,6,2,0,-,0,ENSG00000188828,,
21,14108813,14210955,-,ENSG00000188992,ENST00000681601,LIPI,protein_coding,1673,4,1383,,0.309747,0,0,0.103249,0.103249,100,8,1,1,ENST00000681601,1,ENSG00000188992,,
6,87155593,87220661,+,ENSG00000188994,ENST00000699990,ZNF292,retained_intron,2467,4,,,0,0,0.694022,0.231340667,6.969964,3.319108487,16,3,0,ENST00000369577,0,ENSG00000188994,,
7,103749426,103989632,-,ENSG00000189056,ENST00000681401,RELN,retained_intron,2242,4,,,0,0,4.657535,1.552511667,17.60175833,8.82020783,22,3,0,ENST00000428762,0,ENSG00000189056,,
7,103912997,103989607,-,ENSG00000189056,ENST00000681182,RELN,retained_intron,4666,4,,,0,0,2.598223,0.866074333,17.60175833,4.920385321,22,4,0,ENST00000428762,0,ENSG00000189056,,
19,52764550,52786807,-,ENSG00000189190,ENST00000648973,ZNF600,protein_coding,3645,7,2376,,0,1.03449,0,0.34483,0.34483,100,9,1,1,ENST00000692063,0,ENSG00000189190,,
1,248097261,248101103,+,ENSG00000196071,ENST00000641714,OR2L13,protein_coding,1948,4,939,,0.666355,0,0,0.222118333,0.222118333,100,3,1,1,ENST00000358120,0,ENSG00000196071,,
